student_course_id,student_id,course_id,semester,semester_credits_attempted,semester_credits_earned,semester_points,semester_gpa,course_grade,course_gpa,cgpa,course_points,comments
2128,2107,68,2007-2,3,3,10.5,2.66,B+,3.5,2.59,10.5,
2129,2107,31,2007-2,3,3,9,2.66,B,3,2.59,9,
2130,2107,12,2007-2,4,4,10,2.66,C+,2.5,2.59,10,
2131,2107,17,2008-1,3,3,6,3,C,2,2.59,6,
2132,2107,80,2008-2,12,12,36,2.33,B,3,2.59,36,
2133,2107,123,2010-2,3,3,0,0,F,0,2.59,0,
2134,2107,45,2004-2,3,3,9,2.8,B,3,2.59,9,
2135,2107,7,2005-1,3,0,0,2.94,WF,0,2.59,0,REPEAT
2136,2107,47,2005-2,3,0,0,3,WF,0,2.59,0,
2137,2107,32,2005-2,3,3,6,3,C,2,2.59,6,REPEAT
2138,2107,16,2006-2,3,3,7.5,3.1,C+,2.5,2.59,7.5,
2139,2107,11,2008-1,3,3,9,3,B,3,2.59,9,
2140,2107,16,2005-2,3,3,3,3,D,1,2.59,3,REPEAT
2141,2107,2,2008-1,3,3,9,3,B,3,2.59,9,
2142,2107,82,2008-2,3,3,3,2.33,D,1,2.59,3,REPEAT
2143,2107,6,2004-2,3,3,9,2.8,B,3,2.59,9,
2144,2107,32,2006-1,3,3,9,2.17,B,3,2.59,9,
2145,2107,57,2007-1,3,3,9,2.63,B,3,2.59,9,
2146,2107,7,2007-1,3,3,9,2.63,B,3,2.59,9,
2147,2107,78,2008-1,3,3,0,3,F,0,2.59,0,REPEAT
2148,2107,65,2008-1,3,3,12,3,A,4,2.59,12,
2149,2107,1,2008-2,3,3,3,2.33,D,1,2.59,3,
2150,2107,20,2004-2,3,3,9,2.8,B,3,2.59,9,
2151,2107,35,2004-2,3,3,7.5,2.8,C+,2.5,2.59,7.5,
2152,2107,29,2006-1,3,0,0,2.17,W,0,2.59,0,REPEAT
2153,2107,83,2007-1,3,3,6,2.63,C,2,2.59,6,
2154,2107,71,2007-2,3,3,7.5,2.66,C+,2.5,2.59,7.5,
2155,2107,60,2010-2,3,3,0,0,F,0,2.59,0,
2156,2156,34,2005-1,3,3,9,3.5,B,3,2.46,9,
2157,2156,32,2005-2,3,3,10.5,3,B+,3.5,2.46,10.5,
2158,2156,6,2006-1,3,3,0,0,F,0,2.46,0,
2159,2156,89,2005-1,3,3,12,3.5,A,4,2.46,12,
2160,2156,19,2005-1,3,,,3.5,NG,,2.46,,
2161,2156,45,2005-1,3,3,10.5,3.5,B+,3.5,2.46,10.5,
2162,2156,27,2005-1,3,3,10.5,3.5,B+,3.5,2.46,10.5,
2163,2156,16,2005-2,3,0,0,3,WP,0,2.46,0,
2164,2156,29,2006-1,3,3,0,0,F,0,2.46,0,
2165,2156,79,2006-1,3,3,0,0,F,0,2.46,0,
2166,2156,38,2005-1,3,3,10.5,3.5,B+,3.5,2.46,10.5,
2167,2156,35,2005-2,3,3,7.5,3,C+,2.5,2.46,7.5,
2168,2156,15,2005-2,3,3,10.5,3,B+,3.5,2.46,10.5,
2169,2156,24,2005-2,3,3,7.5,3,C+,2.5,2.46,7.5,
2170,2170,69,2015-1,3,3,0,0,F,0,2.11,0,
2171,2170,72,2015-1,3,3,0,0,F,0,2.11,0,
2172,2170,99,2017-1,3,3,0,,F,0,2.11,0,REPEAT
2173,2170,59,2016-1,3,3,12,3.75,A,4,2.11,12,
2174,2170,49,2016-1,3,3,10.5,3.75,B+,3.5,2.11,10.5,
2175,2170,123,2016-2,3,3,12,3.88,A,4,2.11,12,
2176,2170,122,2015-1,3,3,0,0,F,0,2.11,0,
2177,2170,102,2015-1,3,3,0,0,F,0,2.11,0,REPEAT
2178,2170,99,2015-1,3,3,0,0,F,0,2.11,0,
2179,2170,73,2016-2,3,3,11.25,3.88,A-,3.75,2.11,11.25,
2180,2170,73,2015-1,3,3,0,0,F,0,2.11,0,REPEAT
2181,2170,102,2016-1,3,3,11.25,3.75,A-,3.75,2.11,11.25,
2182,2182,82,2009-2,3,0,0,0,WF,0,0.78,0,
2183,2182,98,2010-1,3,3,10.5,1.42,B+,3.5,0.78,10.5,
2184,2182,16,2009-1,2,2,0,0.33,F,0,0.78,0,
2185,2182,67,2009-2,3,0,0,0,WF,0,0.78,0,
2186,2182,70,2009-2,3,3,0,0,F,0,0.78,0,
2187,2182,102,2010-1,3,3,0,1.42,F,0,0.78,0,
2188,2182,84,2010-1,3,3,0,1.42,F,0,0.78,0,
2189,2182,78,2009-1,3,3,0,0.33,F,0,0.78,0,
2190,2182,6,2009-1,3,3,0,0.33,F,0,0.78,0,
2191,2182,39,2009-1,3,3,0,0.33,F,0,0.78,0,
2192,2182,47,2009-2,3,0,0,0,WF,0,0.78,0,
2193,2182,48,2010-1,3,3,0,1.42,F,0,0.78,0,
2194,2182,164,2009-1,1,1,2,0.33,C,2,0.78,2,
2195,2182,58,2010-1,3,3,9,1.42,B,3,0.78,9,
2196,2182,2,2009-1,3,3,3,0.33,D,1,0.78,3,
2197,2182,64,2009-2,3,3,0,0,F,0,0.78,0,
2198,2182,113,2010-1,3,3,6,1.42,C,2,0.78,6,
2199,2199,23,2005-1,1,1,4,3.72,A,4,2.75,4,
2200,2199,2,2006-1,3,3,9,2.75,B,3,2.75,9,
2201,2199,14,2008-1,3,3,6,2.3,C,2,2.75,6,
2202,2199,11,2008-1,3,3,6,2.3,C,2,2.75,6,
2203,2199,16,2008-2,3,3,9,2.43,B,3,2.75,9,
2204,2199,29,2009-1,3,3,4.5,0,D+,1.5,2.75,4.5,REPEAT
2205,2199,78,2009-1,3,3,0,0,F,0,2.75,0,REPEAT
2206,2199,72,2010-1,3,3,9,3,B,3,2.75,9,
2207,2199,165,2010-1,3,3,7.5,3,C+,2.5,2.75,7.5,
2208,2199,24,2005-1,3,3,10.5,3.72,B+,3.5,2.75,10.5,
2209,2199,30,2005-2,3,3,9,3.45,B,3,2.75,9,
2210,2199,28,2005-2,3,3,12,3.45,A,4,2.75,12,
2211,2199,8,2006-1,3,0,0,2.75,F,0,2.75,0,REPEAT
2212,2199,46,2006-2,3,3,9,3,B,3,2.75,9,
2213,2199,154,2007-1,3,0,0,,WF,0,2.75,0,
2214,2199,78,2007-1,3,3,0,,F,0,2.75,0,REPEAT
2215,2199,14,2007-1,3,3,4.5,,D+,1.5,2.75,4.5,REPEAT
2216,2199,82,2007-2,3,3,3,1.33,D,1,2.75,3,
2217,2199,47,2007-2,3,3,0,1.33,F,0,2.75,0,REPEAT
2218,2199,29,2008-1,3,3,3,2.3,D,1,2.75,3,REPEAT
2219,2199,31,2008-2,3,3,0,2.43,F,0,2.75,0,REPEAT
2220,2199,12,2008-2,4,4,8,2.43,C,2,2.75,8,
2221,2199,13,2009-1,3,0,0,0,WF,0,2.75,0,REPEAT
2222,2199,166,2009-1,3,3,0,0,F,0,2.75,0,
2223,2199,47,2009-2,3,3,9,3,B,3,2.75,9,
2224,2199,123,2010-1,3,3,10.5,3,B+,3.5,2.75,10.5,
2225,2199,63,2006-1,3,3,0,2.75,F,0,2.75,0,REPEAT
2226,2199,16,2006-2,3,0,0,3,WF,0,2.75,0,REPEAT
2227,2199,6,2008-1,3,3,10.5,2.3,B+,3.5,2.75,10.5,
2228,2199,47,2008-2,3,3,0,2.43,F,0,2.75,0,REPEAT
2229,2199,114,2011-1,3,3,0,2,F,0,2.75,0,REPEAT
2230,2199,25,2005-1,3,3,11.25,3.72,A-,3.75,2.75,11.25,
2231,2199,27,2005-1,3,3,12,3.72,A,4,2.75,12,
2232,2199,32,2005-2,3,3,10.5,3.45,B+,3.5,2.75,10.5,
2233,2199,37,2005-2,3,3,9,3.45,B,3,2.75,9,
2234,2199,83,2006-1,3,3,7.5,2.75,C+,2.5,2.75,7.5,
2235,2199,29,2007-1,3,0,0,,WF,0,2.75,0,REPEAT
2236,2199,57,2008-1,3,3,6,2.3,C,2,2.75,6,
2237,2199,31,2009-2,3,3,9,3,B,3,2.75,9,
2238,2199,114,2010-1,3,0,0,3,WF,0,2.75,0,REPEAT
2239,2199,96,2011-1,3,3,6,2,C,2,2.75,6,
2240,2199,39,2005-1,3,0,0,3.72,WF,0,2.75,0,REPEAT
2241,2199,18,2005-2,3,3,11.25,3.45,A-,3.75,2.75,11.25,
2242,2199,78,2006-1,3,3,4.5,2.75,D+,1.5,2.75,4.5,REPEAT
2243,2199,47,2006-2,3,0,0,3,WF,0,2.75,0,REPEAT
2244,2199,34,2007-1,3,3,0,,F,0,2.75,0,REPEAT
2245,2199,63,2007-1,3,3,0,,F,0,2.75,0,REPEAT
2246,2199,64,2007-2,3,3,6,1.33,C,2,2.75,6,
2247,2199,1,2008-2,3,3,0,2.43,F,0,2.75,0,REPEAT
2248,2199,17,2009-1,3,3,0,0,F,0,2.75,0,REPEAT
2249,2199,96,2010-1,3,3,4.5,3,D+,1.5,2.75,4.5,REPEAT
2250,2199,19,2005-1,3,3,11.25,3.72,A-,3.75,2.75,11.25,
2251,2199,92,2005-1,3,3,10.5,3.72,B+,3.5,2.75,10.5,
2252,2199,15,2005-2,3,0,0,3.45,D+,0,2.75,0,REPEAT
2253,2199,34,2006-1,3,3,0,2.75,WF,0,2.75,0,REPEAT
2254,2199,53,2006-2,3,3,9,3,B,3,2.75,9,
2255,2199,167,2007-2,3,3,3,1.33,D,1,2.75,3,
2256,2199,39,2008-1,3,3,6,2.3,C,2,2.75,6,
2257,2199,164,2008-2,1,,,2.43,,,2.75,,
2258,2199,1,2009-2,3,3,3,3,D,1,2.75,3,REPEAT
2259,2199,49,2010-1,3,3,9,3,B,3,2.75,9,
2260,2199,117,2010-2,12,12,36,3,B,3,2.75,36,
2261,2199,114,2011-2,3,3,6,2,C,2,2.75,6,
2262,2262,64,2007-2,3,3,11.25,3.33,A-,3.75,3.34,11.25,
2263,2262,63,2008-1,3,3,9,2.83,B,3,3.34,9,
2264,2262,13,2008-1,3,3,9,2.83,B,3,3.34,9,
2265,2262,83,2008-1,3,3,9,2.83,B,3,3.34,9,
2266,2262,53,2007-2,3,3,10.5,3.33,B+,3.5,3.34,10.5,
2267,2262,71,2007-2,3,3,12,3.33,A,4,3.34,12,
2268,2262,67,2007-2,3,3,7.5,3.33,C+,2.5,3.34,7.5,
2269,2262,82,2007-2,3,3,7.5,3.33,C+,2.5,3.34,7.5,
2270,2262,78,2008-1,3,3,7.5,2.83,C+,2.5,3.34,7.5,
2271,2262,77,2008-1,3,3,7.5,2.83,C+,2.5,3.34,7.5,
2272,2262,1,2008-2,3,3,6,2,C,2,3.34,6,
2273,2262,80,2009-2,12,12,48,4,A,4,3.34,48,
2274,2262,68,2007-2,3,3,11.25,3.33,A-,3.75,3.34,11.25,
2275,2262,2,2008-1,3,3,9,2.83,B,3,3.34,9,
2276,2262,6,2009-1,3,3,11.25,3.7,A-,3.75,3.34,11.25,
2277,2262,57,2009-1,3,3,10.5,3.7,B+,3.5,3.34,10.5,
2278,2262,14,2009-1,3,3,12,3.7,A,4,3.34,12,
2279,2262,154,2009-1,3,3,11.25,3.7,A-,3.75,3.34,11.25,
2280,2262,65,2009-1,3,3,10.5,3.7,B+,3.5,3.34,10.5,
2281,2281,71,2007-2,3,,,2.83,NG,,3.1,,
2282,2281,68,2007-2,3,0,0,2.83,AU,0,3.1,0,
2283,2281,30,2007-2,3,0,0,2.83,WP,0,3.1,0,
2284,2281,13,2008-1,3,3,0,2.1,F,0,3.1,0,
2285,2281,154,2008-1,3,3,6,2.1,C,2,3.1,6,
2286,2281,168,2008-1,3,3,12,2.1,A,4,3.1,12,
2287,2281,31,2008-2,3,0,0,3.15,AU,0,3.1,0,
2288,2281,29,2009-1,3,3,9,3.11,B,3,3.1,9,
2289,2281,65,2009-1,3,3,11.25,3.11,A-,3.75,3.1,11.25,
2290,2281,32,2007-2,3,0,0,2.83,AU,0,3.1,0,
2291,2281,6,2007-2,3,3,10.5,2.83,B+,3.5,3.1,10.5,
2292,2281,16,2007-2,3,3,9,2.83,B,3,3.1,9,
2293,2281,79,2008-1,3,3,4.5,2.1,D+,1.5,3.1,4.5,
2294,2281,169,2008-2,3,3,10.5,3.15,B+,3.5,3.1,10.5,
2295,2281,76,2009-1,3,3,9,3.11,B,3,3.1,9,
2296,2281,80,2009-2,12,12,45,3.6,A-,3.75,3.1,45,
2297,2281,161,2007-1,3,3,12,3.51,A,4,3.1,12,
2298,2281,160,2007-1,3,3,10.5,3.51,B+,3.5,3.1,10.5,
2299,2281,37,2007-1,3,3,10.5,3.51,B+,3.5,3.1,10.5,
2300,2281,53,2007-2,3,3,6,2.83,C,2,3.1,6,
2301,2281,29,2008-1,3,0,0,2.1,WP,0,3.1,0,
2302,2281,78,2008-1,3,3,9,2.1,B,3,3.1,9,
2303,2281,47,2008-2,3,3,6,3.15,C,2,3.1,6,
2304,2281,83,2008-3,3,3,11.25,3.38,A-,3.75,3.1,11.25,
2305,2281,23,2007-1,1,1,3.75,3.51,A-,3.75,3.1,3.75,
2306,2281,47,2007-2,3,3,3,2.83,D,1,3.1,3,REPEAT
2307,2281,46,2008-2,3,3,9,3.15,B,3,3.1,9,
2308,2281,77,2008-3,3,3,9,3.38,B,3,3.1,9,
2309,2281,2,2009-1,3,3,9,3.11,B,3,3.1,9,
2310,2281,13,2009-1,3,3,7.5,3.11,C+,2.5,3.1,7.5,
2311,2281,70,2007-1,3,3,10.5,3.51,B+,3.5,3.1,10.5,
2312,2281,19,2007-1,3,3,12,3.51,A,4,3.1,12,
2313,2281,64,2008-2,3,3,11.25,3.15,A-,3.75,3.1,11.25,
2314,2281,82,2008-2,3,3,10.5,3.15,B+,3.5,3.1,10.5,
2315,2281,79,2009-1,3,3,9,3.11,B,3,3.1,9,
2316,2281,1,2009-2,3,3,9,3.6,B,3,3.1,9,
2317,2281,39,2007-1,3,3,7.5,3.51,C+,2.5,3.1,7.5,
2318,2281,63,2009-1,3,3,10.5,3.11,B+,3.5,3.1,10.5,
2319,2319,77,2008-1,3,3,6,2.1,C,2,2.75,6,
2320,2319,164,2008-2,1,,,3,,,2.75,,
2321,2319,53,2008-2,3,3,9,3,B,3,2.75,9,
2322,2319,2,2009-1,3,3,6,2.3,C,2,2.75,6,
2323,2319,78,2009-1,3,3,6,2.3,C,2,2.75,6,
2324,2319,65,2009-1,3,3,7.5,2.3,C+,2.5,2.75,7.5,
2325,2319,102,2011-1,3,3,12,4,A,4,2.75,12,
2326,2319,37,2008-1,3,3,3,2.1,D,1,2.75,3,
2327,2319,14,2009-1,3,3,9,2.3,B,3,2.75,9,
2328,2319,114,2012-1,3,3,7.5,2.5,C+,2.5,2.75,7.5,
2329,2319,46,2008-1,3,3,6,2.1,C,2,2.75,6,
2330,2319,154,2009-1,3,0,0,2.3,WF,0,2.75,0,
2331,2319,14,2008-1,3,3,0,2.1,F,0,2.75,0,REPEAT
2332,2319,6,2008-1,3,3,10.5,2.1,B+,3.5,2.75,10.5,
2333,2319,82,2008-2,3,0,0,3,WF,0,2.75,0,REPEAT
2334,2319,68,2009-2,3,3,10.5,2.7,B+,3.5,2.75,10.5,
2335,2319,1,2009-2,3,3,7.5,2.7,C+,2.5,2.75,7.5,
2336,2319,54,2010-1,3,3,10.5,3.25,B+,3.5,2.75,10.5,
2337,2319,57,2008-1,3,3,6,2.1,C,2,2.75,6,
2338,2319,32,2008-2,3,3,0,3,F,0,2.75,0,REPEAT
2339,2319,64,2008-2,3,3,3,3,D,1,2.75,3,REPEAT
2340,2319,82,2009-2,3,3,6,2.7,C,2,2.75,6,
2341,2319,102,2010-1,3,3,3,3.25,D,1,2.75,3,REPEAT
2342,2319,99,2010-1,3,3,9,3.25,B,3,2.75,9,
2343,2319,43,2010-2,3,3,9,3.4,B,3,2.75,9,
2344,2319,117,2010-2,12,12,42,3.4,B+,3.5,2.75,42,
2345,2319,16,2008-2,3,3,9,3,B,3,2.75,9,
2346,2319,29,2009-1,3,3,6,2.3,C,2,2.75,6,
2347,2319,31,2009-2,3,3,7.5,2.7,C+,2.5,2.75,7.5,
2348,2319,64,2009-2,3,3,9,2.7,B,3,2.75,9,
2349,2349,114,2011-1,3,0,0,2.5,WF,0,2.68,0,
2350,2349,102,2011-1,3,3,9,2.5,B,3,2.68,9,
2351,2349,49,2012-1,3,3,9,2.67,B,3,2.68,9,
2352,2349,123,2012-2,3,3,4.5,2.5,D+,1.5,2.68,4.5,REPEAT
2353,2349,59,2013-1,3,3,3,2.5,D,1,2.68,3,REPEAT
2354,2349,118,2013-1,3,3,9,2.5,B,3,2.68,9,
2355,2349,123,2016-2,3,3,7.5,2.08,C+,2.5,2.68,7.5,
2356,2349,60,2017-2,3,3,6,2,C,2,2.68,6,
2357,2349,40,2010-2,3,3,10.5,3.58,B+,3.5,2.68,10.5,
2358,2349,113,2011-3,3,3,10.5,3.5,B+,3.5,2.68,10.5,
2359,2349,60,2012-2,3,3,3,2.5,D,1,2.68,3,REPEAT
2360,2349,110,2012-2,3,3,7.5,2.5,C+,2.5,2.68,7.5,
2361,2349,123,2015-2,3,3,0,,F,0,2.68,0,REPEAT
2362,2349,117,2016-2,12,12,24,2.08,C,2,2.68,24,
2363,2349,99,2017-1,3,3,3,,D,1,2.68,3,REPEAT
2364,2349,99,2017-3,3,3,9,3,B,3,2.68,9,
2365,2349,107,2011-1,3,0,0,2.5,WF,0,2.68,0,
2366,2349,135,2011-2,3,3,9,2.5,B,3,2.68,9,
2367,2349,112,2012-1,3,3,9,2.67,B,3,2.68,9,
2368,2349,42,2010-2,3,3,11.25,3.58,A-,3.75,2.68,11.25,
2369,2349,58,2010-2,3,3,10.5,3.58,B+,3.5,2.68,10.5,
2370,2349,75,2010-3,3,3,0,,F,0,2.68,0,REPEAT
2371,2349,75,2011-1,3,3,6,2.5,C,2,2.68,6,
2372,2349,73,2013-1,3,3,3,2.5,D,1,2.68,3,REPEAT
2373,2349,123,2014-2,3,3,3,,D,1,2.68,3,REPEAT
2374,2349,73,2014-2,3,3,3,,D,1,2.68,3,REPEAT
2375,2349,69,2012-1,3,3,6,2.67,C,2,2.68,6,
2376,2349,73,2015-2,3,,,,NG,,2.68,,REPEAT
2377,2349,59,2016-1,3,3,12,3.5,A,4,2.68,12,
2378,2349,73,2016-2,3,3,6,2.08,C,2,2.68,6,
2379,2349,125,2011-2,3,3,6,2.5,C,2,2.68,6,
2380,2349,123,2011-2,3,3,0,2.5,F,0,2.68,0,REPEAT
2381,2349,72,2013-1,3,3,6,2.5,C,2,2.68,6,
2382,2349,60,2014-2,3,3,0,,F,0,2.68,0,REPEAT
2383,2349,56,2016-1,3,3,9,3.5,B,3,2.68,9,
2384,2384,30,2007-2,3,3,9,3.55,B,3,3.05,9,
2385,2384,47,2007-2,3,3,12,3.55,A,4,3.05,12,
2386,2384,31,2008-2,3,3,10.5,3.29,B+,3.5,3.05,10.5,
2387,2384,46,2009-1,3,3,6,2.57,C,2,3.05,6,
2388,2384,32,2007-2,3,3,12,3.55,A,4,3.05,12,
2389,2384,79,2007-3,3,3,11.25,3.75,A-,3.75,3.05,11.25,
2390,2384,71,2008-2,3,3,10.5,3.29,B+,3.5,3.05,10.5,
2391,2384,2,2009-1,3,3,10.5,2.57,B+,3.5,3.05,10.5,
2392,2384,154,2009-1,3,3,9,2.57,B,3,3.05,9,
2393,2384,99,2010-1,3,3,10.5,3.5,B+,3.5,3.05,10.5,
2394,2384,78,2009-1,3,3,6,2.57,C,2,3.05,6,
2395,2384,76,2009-1,3,3,6,2.57,C,2,3.05,6,
2396,2384,35,2007-2,3,3,9,3.55,B,3,3.05,9,
2397,2384,34,2008-1,3,3,7.5,2.88,C+,2.5,3.05,7.5,
2398,2384,63,2008-1,3,3,7.5,2.88,C+,2.5,3.05,7.5,
2399,2384,77,2008-1,3,3,6,2.88,C,2,3.05,6,
2400,2384,22,2008-2,3,3,11.25,3.29,A-,3.75,3.05,11.25,
2401,2384,82,2008-2,3,3,7.5,3.29,C+,2.5,3.05,7.5,
2402,2384,80,2009-2,12,12,36,2.9,B,3,3.05,36,
2403,2384,27,2007-2,3,3,11.25,3.55,A-,3.75,3.05,11.25,
2404,2384,68,2008-2,3,3,10.5,3.29,B+,3.5,3.05,10.5,
2405,2384,1,2009-1,3,3,9,2.57,B,3,3.05,9,
2406,2384,65,2009-1,3,3,7.5,2.57,C+,2.5,3.05,7.5,
2407,2384,83,2009-1,3,3,0,2.57,F,0,3.05,0,REPEAT
2408,2384,53,2007-2,3,0,0,3.55,WP,0,3.05,0,REPEAT
2409,2384,29,2008-1,3,3,11.25,2.88,A-,3.75,3.05,11.25,
2410,2384,57,2008-1,3,3,9,2.88,B,3,3.05,9,
2411,2384,6,2008-1,3,3,10.5,2.88,B+,3.5,3.05,10.5,
2412,2384,53,2008-2,3,3,9,3.29,B,3,3.05,9,
2413,2384,64,2009-2,3,3,7.5,2.9,C+,2.5,3.05,7.5,
2414,2414,45,2007-2,3,3,7.5,2.88,C+,2.5,3.05,7.5,
2415,2414,30,2007-2,3,3,6,2.88,C,2,3.05,6,
2416,2414,82,2008-2,3,3,9,2.9,B,3,3.05,9,
2417,2414,68,2009-2,3,3,10.5,3.5,B+,3.5,3.05,10.5,
2418,2414,34,2007-1,3,0,0.5,3,D+,0.17,3.05,0.5,REPEAT
2419,2414,83,2007-1,3,3,6,3,C,2,3.05,6,
2420,2414,52,2007-3,3,3,7.5,2.5,C+,2.5,3.05,7.5,
2421,2414,57,2008-1,3,3,9,2.7,B,3,3.05,9,
2422,2414,2,2008-1,3,3,10.5,2.7,B+,3.5,3.05,10.5,
2423,2414,64,2008-2,3,3,12,2.9,A,4,3.05,12,
2424,2414,78,2009-1,3,3,9,2.9,B,3,3.05,9,
2425,2414,71,2007-2,3,3,7.5,2.88,C+,2.5,3.05,7.5,
2426,2414,32,2008-2,3,3,0,2.9,F,0,3.05,0,
2427,2414,29,2009-1,3,3,6,2.9,C,2,3.05,6,
2428,2414,34,2009-1,3,3,9,2.9,B,3,3.05,9,
2429,2414,31,2009-2,3,3,10.5,3.5,B+,3.5,3.05,10.5,
2430,2414,70,2007-1,3,3,10.5,3,B+,3.5,3.05,10.5,
2431,2414,37,2007-2,3,3,9,2.88,B,3,3.05,9,
2432,2414,63,2008-1,3,3,7.5,2.7,C+,2.5,3.05,7.5,
2433,2414,14,2008-1,3,3,6,2.7,C,2,3.05,6,
2434,2414,53,2008-2,3,3,11.25,2.9,A-,3.75,3.05,11.25,
2435,2414,65,2009-1,3,3,12,2.9,A,4,3.05,12,
2436,2414,29,2007-1,3,0,0,3,WP,0,3.05,0,
2437,2414,6,2007-1,3,3,12,3,A,4,3.05,12,
2438,2414,77,2007-1,3,3,7.5,3,C+,2.5,3.05,7.5,
2439,2414,67,2007-2,3,3,10.5,2.88,B+,3.5,3.05,10.5,
2440,2414,27,2007-2,3,3,11.25,2.88,A-,3.75,3.05,11.25,
2441,2414,154,2008-1,3,3,0,2.7,F,0,3.05,0,REPEAT
2442,2414,164,2008-2,1,,,2.9,,,3.05,,
2443,2414,16,2008-2,3,3,11.25,2.9,A-,3.75,3.05,11.25,
2444,2414,46,2008-1,3,3,7.5,2.7,C+,2.5,3.05,7.5,
2445,2414,1,2008-2,3,3,0,2.9,F,0,3.05,0,REPEAT
2446,2414,154,2009-1,3,3,7.5,2.9,C+,2.5,3.05,7.5,
2447,2414,1,2009-2,3,3,10.5,3.5,B+,3.5,3.05,10.5,
2448,2414,80,2010-1,12,12,48,4,A,4,3.05,48,
2449,2449,23,2005-1,1,1,4,3.77,A,4,3.44,4,
2450,2449,39,2006-1,3,3,10.5,3.42,B+,3.5,3.44,10.5,
2451,2449,82,2006-2,3,3,3,3.83,D,1,3.44,3,REPEAT
2452,2449,17,2007-1,3,0,0,2.94,W,0,3.44,0,REPEAT
2453,2449,82,2007-2,3,3,10.5,2.88,B+,3.5,3.44,10.5,
2454,2449,19,2005-1,3,3,12,3.77,A,4,3.44,12,
2455,2449,29,2006-1,3,3,9,3.42,B,3,3.44,9,
2456,2449,34,2006-1,3,3,12,3.42,A,4,3.44,12,
2457,2449,2,2006-1,3,3,11.25,3.42,A-,3.75,3.44,11.25,
2458,2449,8,2006-1,3,3,7.5,3.42,C+,2.5,3.44,7.5,
2459,2449,13,2006-2,3,3,11.25,3.83,A-,3.75,3.44,11.25,
2460,2449,12,2007-2,4,0,0,2.88,WP,0,3.44,0,
2461,2449,17,2008-1,3,3,6,2.75,C,2,3.44,6,
2462,2449,80,2008-2,12,12,48,3.79,A,4,3.44,48,
2463,2449,24,2005-1,3,3,10.5,3.77,B+,3.5,3.44,10.5,
2464,2449,16,2005-2,3,3,9,3.54,B,3,3.44,9,
2465,2449,154,2007-1,3,0,0,2.94,WF,0,3.44,0,
2466,2449,65,2007-1,3,3,9,2.94,B,3,3.44,9,
2467,2449,168,2007-1,3,3,11.25,2.94,A-,3.75,3.44,11.25,
2468,2449,31,2007-2,3,3,9,2.88,B,3,3.44,9,
2469,2449,1,2007-2,3,3,7.5,2.88,C+,2.5,3.44,7.5,
2470,2449,79,2008-1,3,3,10.5,2.75,B+,3.5,3.44,10.5,
2471,2449,29,2005-1,3,0,0,3.77,W,0,3.44,0,REPEAT
2472,2449,37,2005-1,3,3,12,3.77,A,4,3.44,12,
2473,2449,32,2005-2,3,3,10.5,3.54,B+,3.5,3.44,10.5,
2474,2449,30,2005-2,3,3,9,3.54,B,3,3.44,9,
2475,2449,160,2006-1,3,3,11.25,3.42,A-,3.75,3.44,11.25,
2476,2449,22,2006-2,3,3,12,3.83,A,4,3.44,12,
2477,2449,47,2006-2,3,3,11.25,3.83,A-,3.75,3.44,11.25,
2478,2449,64,2007-2,3,3,7.5,2.88,C+,2.5,3.44,7.5,
2479,2449,83,2008-2,3,3,12,3.79,A,4,3.44,12,
2480,2449,25,2005-1,3,3,11.25,3.77,A-,3.75,3.44,11.25,
2481,2449,6,2005-1,3,3,10.5,3.77,B+,3.5,3.44,10.5,
2482,2449,18,2005-2,3,3,11.25,3.54,A-,3.75,3.44,11.25,
2483,2449,31,2006-2,3,0,0,3.83,WP,0,3.44,0,REPEAT
2484,2449,78,2007-1,3,3,7.5,2.94,C+,2.5,3.44,7.5,
2485,2449,63,2007-1,3,3,7.5,2.94,C+,2.5,3.44,7.5,
2486,2449,83,2008-1,3,3,3,2.75,D,1,3.44,3,REPEAT
2487,2449,12,2008-2,4,4,12,3.79,B,3,3.44,12,
2488,2449,27,2005-2,3,3,12,3.54,A,4,3.44,12,
2489,2449,15,2005-2,3,3,12,3.54,A,4,3.44,12,
2490,2490,83,2008-1,3,3,10.5,3.5,B+,3.5,3.69,10.5,
2491,2490,77,2008-3,3,3,12,4,A,4,3.69,12,
2492,2490,154,2009-1,3,3,12,3.55,A,4,3.69,12,
2493,2490,2,2008-1,3,3,10.5,3.5,B+,3.5,3.69,10.5,
2494,2490,82,2008-2,3,3,10.5,3.7,B+,3.5,3.69,10.5,
2495,2490,80,2009-2,12,12,48,4,A,4,3.69,48,
2496,2490,76,2009-1,3,3,10.5,3.55,B+,3.5,3.69,10.5,
2497,2490,63,2008-1,3,3,9,3.5,B,3,3.69,9,
2498,2490,6,2008-1,3,3,11.25,3.5,A-,3.75,3.69,11.25,
2499,2490,53,2008-2,3,3,12,3.7,A,4,3.69,12,
2500,2490,57,2009-1,3,3,10.5,3.55,B+,3.5,3.69,10.5,
2501,2490,13,2009-1,3,3,9,3.55,B,3,3.69,9,
2502,2490,77,2008-1,3,0,0,3.5,WP,0,3.69,0,REPEAT
2503,2490,78,2008-1,3,3,11.25,3.5,A-,3.75,3.69,11.25,
2504,2490,67,2008-2,3,3,10.5,3.7,B+,3.5,3.69,10.5,
2505,2490,1,2008-2,3,3,12,3.7,A,4,3.69,12,
2506,2490,64,2008-2,3,3,10.5,3.7,B+,3.5,3.69,10.5,
